1477928543246.000,1860.956,6715.610,6.195
1477928553938.000,1037.962,6430.589,0.629
1477928565015.000,634.871,5502.593,1.577
1477928574764.000,928.824,4697.826,2.396
1477928580383.000,1395.809,4431.551,2.852
1477928585907.000,1919.711,4387.009,3.318
1477928591520.000,2417.781,4572.006,3.768
1477928600729.000,2960.512,5259.213,4.508
1477928611149.000,2800.343,6193.605,5.299
1477928621433.000,2012.748,6707.262,6.081
1477928631855.000,1088.458,6478.474,0.600
1477928643324.000,636.330,5536.391,1.563
1477928653476.000,859.531,4707.305,2.429
1477928658956.000,1397.361,4438.037,2.856
1477928664755.000,1886.996,4401.597,3.332
1477928670366.000,2385.182,4594.436,3.775
1477928679725.000,2972.972,5299.512,4.533
1477928690543.000,2766.259,6260.980,5.355
1477928701089.000,1924.618,6731.873,6.174
1477928712251.000,970.781,6382.031,0.718
1477928723990.000,657.941,5359.823,1.708
1477928732791.000,990.081,4670.570,2.437
1477928738130.000,1445.530,4437.169,2.873
1477928743868.000,1992.713,4415.704,3.360
