1477416993888 lifecam20 1510.82507324 3511.84960938 1.72770082951
1477416993936 lifecam20 1510.82507324 3511.84960938 1.72770082951
1477416994019 lifecam20 1511.18066406 3511.49462891 1.73569214344
1477416994210 lifecam20 1510.82507324 3511.84960938 1.72770082951
1477416994283 lifecam20 1510.86303711 3511.62670898 1.72653448582
1477416994350 lifecam20 1511.15234375 3511.67651367 1.73152887821
1477416994405 lifecam20 1511.11071777 3511.8984375 1.73271334171
1477416994481 lifecam20 1511.11071777 3511.8984375 1.73271334171
1477416994600 lifecam20 1510.56848145 3511.81347656 1.72899782658
1477416994681 lifecam20 1510.56848145 3511.81347656 1.72899782658
1477416994749 lifecam20 1510.56848145 3511.81347656 1.72899782658
1477416994800 lifecam20 1510.56848145 3511.81347656 1.72899782658
1477416994872 lifecam20 1510.56848145 3511.81347656 1.72899782658
1477416994956 lifecam20 1510.56848145 3511.81347656 1.72899782658
1477416995000 lifecam20 1510.56848145 3511.81347656 1.72899782658
1477416995073 lifecam20 1510.56848145 3511.81347656 1.72899782658
1477416995135 lifecam20 1510.60717773 3511.59155273 1.72783100605
1477416995202 lifecam20 1510.56848145 3511.81347656 1.72899782658
1477416995268 lifecam20 1510.60717773 3511.59155273 1.72783100605
1477416995355 lifecam20 1510.56848145 3511.81347656 1.72899782658
1477416995418 lifecam20 1510.60717773 3511.59155273 1.72783100605
1477416995471 lifecam20 1510.27697754 3511.15893555 1.73580563068
1477416995549 lifecam20 1510.27697754 3511.15893555 1.73580563068
1477416995617 lifecam20 1511.22180176 3511.29589844 1.73112928867
1477416995743 lifecam20 1510.60717773 3511.59155273 1.72783100605
1477416995817 lifecam20 1511.22180176 3511.29589844 1.73112928867
1477416995866 lifecam20 1511.47399902 3511.33276367 1.7288299799
1477416995936 lifecam20 1512.07617188 3508.88232422 1.73422300816
1477416996017 lifecam20 1513.07067871 3507.62182617 1.7440854311
1477416996131 lifecam20 1510.4407959 3505.91723633 1.76187050343
1477416996218 lifecam20 1510.703125 3506.42993164 1.75320446491
1477416996286 lifecam20 1509.48046875 3507.85595703 1.75072872639
1477416996337 lifecam20 1515.19006348 3509.1953125 1.75542938709
1477416996409 lifecam20 1512.77380371 3509.71606445 1.75058043003
1477416996539 lifecam20 1513.00976562 3509.75512695 1.74677622318
1477416996608 lifecam20 1513.1953125 3516.23461914 1.79721415043
1477416996685 lifecam20 1512.2722168 3527.00756836 1.83830654621
1477416996753 lifecam20 1509.95812988 3531.97241211 1.85516035557
1477416996804 lifecam20 1509.76586914 3534.01367188 1.86801350117
1477416996891 lifecam20 1509.0020752 3541.08886719 1.88204681873
1477416996953 lifecam20 1507.83972168 3546.81884766 1.90159380436
1477416997004 lifecam20 1506.12329102 3550.84155273 1.92654192448
1477416997085 lifecam20 1504.82678223 3558.47509766 1.94702589512
1477416997153 lifecam20 1503.57580566 3563.00878906 1.96708738804
1477416997278 lifecam20 1500.24609375 3575.22875977 2.01509809494
1477416997353 lifecam20 1498.5078125 3580.55517578 2.041213274
1477416997421 lifecam20 1496.74963379 3586.53710938 2.07318019867
1477416997472 lifecam20 1493.86083984 3592.23071289 2.08133196831
1477416997553 lifecam20 1491.88720703 3597.24243164 2.10746049881
1477416997673 lifecam20 1487.26342773 3607.78857422 2.15380764008
1477416997753 lifecam20 1484.6472168 3613.35449219 2.16552710533
1477416997821 lifecam20 1482.06738281 3617.9296875 2.19973087311
1477416997874 lifecam20 1478.79980469 3623.69384766 2.2161090374
1477416997944 lifecam20 1476.03747559 3627.62695312 2.24299478531
1477416998091 lifecam20 1469.22692871 3638.19897461 2.28677630424
1477416998140 lifecam20 1465.24523926 3643.02856445 2.29931139946
1477416998221 lifecam20 1460.46923828 3647.53027344 2.32439088821
1477416998288 lifecam20 1458.05200195 3651.95678711 2.36351513863
1477416998341 lifecam20 1454.13305664 3656.62426758 2.3691675663
1477416998489 lifecam20 1446.12609863 3665.63208008 2.43281984329
1477416998540 lifecam20 1442.67089844 3669.71484375 2.43939423561
1477416998612 lifecam20 1438.52893066 3674.22607422 2.47423601151
1477416998688 lifecam20 1434.18383789 3677.93115234 2.49560809135
1477416998739 lifecam20 1430.79516602 3681.20263672 2.49880504608
1477416998889 lifecam20 1421.8269043 3689.46972656 2.54723191261
1477416998956 lifecam20 1416.63525391 3693.08398438 2.58507919312
1477416999008 lifecam20 1411.97045898 3697.1862793 2.59784817696
1477416999088 lifecam20 1407.20068359 3700.75830078 2.63918972015
1477416999156 lifecam20 1401.35766602 3704.25268555 2.65439486504
1477416999219 lifecam20 1397.18847656 3707.24633789 2.67067599297
1477416999289 lifecam20 1392.44030762 3710.33837891 2.68826842308
1477416999357 lifecam20 1386.53308105 3713.95849609 2.70950508118
1477416999408 lifecam20 1382.6418457 3716.37451172 2.73215484619
1477416999480 lifecam20 1375.75 3719.30517578 2.77107357979
1477416999611 lifecam20 1365.92541504 3724.60253906 2.78573727608
1477416999678 lifecam20 1361.06665039 3726.41699219 2.81123900414
1477416999757 lifecam20 1355.33691406 3729.19506836 2.83179450035
1477416999824 lifecam20 1349.80053711 3731.29345703 2.85361742973
1477416999877 lifecam20 1344.18054199 3733.56689453 2.88836359978
1477417000028 lifecam20 1332.60510254 3737.71289062 2.9263484478
1477417000079 lifecam20 1327.24243164 3739.68115234 2.95071578026
1477417000156 lifecam20 1321.29943848 3741.37182617 2.96678948402
1477417000227 lifecam20 1315.22680664 3742.94580078 2.98853516579
1477417000276 lifecam20 1310.54711914 3744.18457031 3.00532650948
